Release Date,Year,Movie Title, Budget , Domestic Gross , Worldwide Gross ,W2
6/27/2012,2012,Ice Age: Continental Drift,"  $95,000,000 ","  $161,321,843 ","  $879,765,137 ",<WikipediaPage 'Ice Age: Continental Drift'>
12/28/2001,2001,Black Hawk Down,"  $95,000,000 ","  $108,638,745 ","  $159,691,085 ",<WikipediaPage 'Black Hawk Down (film)'>
5/27/2010,2010,Sex and the City 2,"  $95,000,000 ","  $95,347,692 ","  $294,680,778 ",<WikipediaPage 'Sex and the City 2'>
2/12/2010,2010,Percy Jackson & the Olympians: The Lightning Thief,"  $95,000,000 ","  $88,768,303 ","  $223,050,874 ",<WikipediaPage 'Percy Jackson & the Olympians: The Lightning Thief'>
8/10/2012,2012,The Campaign,"  $95,000,000 ","  $86,907,746 ","  $104,907,746 ",error
11/12/2010,2010,Unstoppable,"  $95,000,000 ","  $81,562,942 ","  $165,720,921 ",error
5/9/1997,1997,The Fifth Element,"  $95,000,000 ","  $63,570,862 ","  $263,898,761 ",<WikipediaPage 'The Fifth Element'>
3/31/2000,2000,The Road to El Dorado,"  $95,000,000 ","  $50,802,661 ","  $65,700,000 ",<WikipediaPage 'The Road to El Dorado'>
12/11/2009,2009,The Lovely Bones,"  $95,000,000 ","  $44,114,232 ","  $94,894,448 ",<WikipediaPage 'The Lovely Bones (film)'>
6/30/2016,2016,Ben-Hur,"  $95,000,000 ","  $26,410,477 ","  $91,669,648 ",<WikipediaPage 'Ben-Hur (1959 film)'>
12/19/2014,2014,Seventh Son,"  $95,000,000 ","  $17,725,785 ","  $108,874,967 ",<WikipediaPage 'Seventh Son of a Seventh Son'>
5/30/2003,2003,Finding Nemo,"  $94,000,000 ","  $380,529,370 ","  $936,094,852 ",<WikipediaPage 'Finding Nemo'>
12/17/2003,2003,The Lord of the Rings: The Return of the King,"  $94,000,000 ","  $377,845,905 ","  $1,120,214,046 ",<WikipediaPage 'The Lord of the Rings: The Return of the King'>
12/18/2002,2002,The Lord of the Rings: The Two Towers,"  $94,000,000 ","  $342,548,984 ","  $919,148,764 ",<WikipediaPage 'The Lord of the Rings: The Two Towers'>
6/15/2001,2001,Lara Croft: Tomb Raider,"  $94,000,000 ","  $131,144,183 ","  $273,330,185 ",<WikipediaPage 'Lara Croft: Tomb Raider'>
1/29/2015,2015,Kingsman: The Secret Service,"  $94,000,000 ","  $128,261,724 ","  $404,561,724 ",<WikipediaPage 'Kingsman: The Secret Service'>
12/19/2001,2001,The Lord of the Rings: The Fellowship of the Ring,"  $93,000,000 ","  $315,544,750 ","  $891,216,824 ",<WikipediaPage 'The Lord of the Rings: The Fellowship of the Ring'>
7/18/2001,2001,Jurassic Park III,"  $93,000,000 ","  $181,166,115 ","  $365,900,000 ",<WikipediaPage 'Jurassic Park III'>
8/5/2011,2011,Rise of the Planet of the Apes,"  $93,000,000 ","  $176,760,185 ","  $470,986,200 ",<WikipediaPage 'Rise of the Planet of the Apes'>
2/14/2008,2008,The Spiderwick Chronicles,"  $92,500,000 ","  $71,195,053 ","  $162,839,667 ",<WikipediaPage 'The Spiderwick Chronicles'>
10/22/2004,2004,The Incredibles,"  $92,000,000 ","  $261,441,092 ","  $631,441,092 ",<WikipediaPage 'The Incredibles'>
2/6/2013,2013,A Good Day to Die Hard,"  $92,000,000 ","  $67,349,198 ","  $304,249,198 ",<WikipediaPage 'A Good Day to Die Hard'>
4/9/2004,2004,The Alamo,"  $92,000,000 ","  $22,406,362 ","  $23,911,362 ",<WikipediaPage 'Battle of the Alamo'>
12/22/1995,1995,Cutthroat Island,"  $92,000,000 ","  $10,017,322 ","  $18,517,322 ",<WikipediaPage 'Cutthroat Island'>
12/19/2013,2013,The Secret Life of Walter Mitty,"  $91,000,000 ","  $58,236,838 ","  $187,861,183 ",<WikipediaPage 'The Secret Life of Walter Mitty'>
12/20/2017,2017,Jumanji: Welcome to the Jungle,"  $90,000,000 ","  $404,508,916 ","  $961,613,199 ",<WikipediaPage 'Jumanji: Welcome to the Jungle'>
7/1/1997,1997,Men in Black,"  $90,000,000 ","  $250,690,539 ","  $587,790,539 ",<WikipediaPage 'Men in black'>
11/19/1999,1999,Toy Story 2,"  $90,000,000 ","  $245,852,179 ","  $511,358,276 ",<WikipediaPage 'Toy Story 2'>
8/3/2001,2001,Rush Hour 2,"  $90,000,000 ","  $226,164,286 ","  $347,425,832 ",<WikipediaPage 'Rush Hour 2'>
12/25/2009,2009,Sherlock Holmes,"  $90,000,000 ","  $209,028,679 ","  $498,438,212 ",<WikipediaPage 'Sherlock Holmes'>
1/15/2020,2020,Bad Boys For Life,"  $90,000,000 ","  $204,417,855 ","  $424,536,881 ",<WikipediaPage 'Bad Boys for Life'>
7/1/2009,2009,Ice Age: Dawn of the Dinosaurs,"  $90,000,000 ","  $196,573,705 ","  $886,686,817 ",<WikipediaPage 'Ice Age: Dawn of the Dinosaurs'>
12/12/2018,2018,Spider-Man: Into The Spider-Verse 3D,"  $90,000,000 ","  $190,173,195 ","  $375,654,619 ",<WikipediaPage 'Spider-Man: Into the Spider-Verse'>
7/21/2000,2000,What Lies Beneath,"  $90,000,000 ","  $155,464,351 ","  $288,693,989 ",<WikipediaPage 'What Lies Beneath'>
2/13/2020,2020,Sonic The Hedgehog,"  $90,000,000 ","  $146,066,470 ","  $304,962,094 ",<WikipediaPage 'Sonic the Hedgehog'>
4/8/2011,2011,Rio,"  $90,000,000 ","  $143,619,809 ","  $487,519,809 ",error
7/24/2019,2019,Once Upon a Time…in Hollywood,"  $90,000,000 ","  $142,502,728 ","  $377,562,039 ",<WikipediaPage 'Once Upon a Time in Hollywood'>
10/6/2006,2006,The Departed,"  $90,000,000 ","  $132,384,315 ","  $289,660,619 ",<WikipediaPage 'The Departed'>
11/3/2000,2000,Charlie s Angels,"  $90,000,000 ","  $125,305,545 ","  $259,736,090 ",<WikipediaPage 'Charlie's Angels'>
6/19/1998,1998,Mulan,"  $90,000,000 ","  $120,620,254 ","  $303,500,000 ",<WikipediaPage 'Hua Mulan'>
8/13/2008,2008,Tropic Thunder,"  $90,000,000 ","  $110,515,313 ","  $191,145,256 ",<WikipediaPage 'Tropic Thunder'>
12/20/2011,2011,The Girl with the Dragon Tattoo,"  $90,000,000 ","  $102,515,793 ","  $239,373,970 ",<WikipediaPage 'The Girl with the Dragon Tattoo (2011 film)'>
7/11/1997,1997,Contact,"  $90,000,000 ","  $100,920,329 ","  $165,900,000 ",error
6/6/2008,2008,You Don t Mess With the Zohan,"  $90,000,000 ","  $100,018,837 ","  $202,910,991 ",<WikipediaPage 'You Don't Mess with the Zohan'>
5/19/1995,1995,Die Hard: With a Vengeance,"  $90,000,000 ","  $100,012,499 ","  $366,101,666 ",<WikipediaPage 'Die Hard with a Vengeance'>
9/12/2016,2016,The Magnificent Seven,"  $90,000,000 ","  $93,432,655 ","  $162,136,124 ",<WikipediaPage 'The Magnificent Seven'>
12/18/2015,2015,Alvin and the Chipmunks: The Road Chip,"  $90,000,000 ","  $85,886,987 ","  $249,517,956 ",<WikipediaPage 'Alvin and the Chipmunks: The Road Chip'>
6/8/2001,2001,Atlantis: The Lost Empire,"  $90,000,000 ","  $84,052,762 ","  $186,049,020 ",<WikipediaPage 'Atlantis: The Lost Empire'>
12/25/2008,2008,Valkyrie,"  $90,000,000 ","  $83,107,829 ","  $203,932,174 ",<WikipediaPage 'Valkyrie'>
7/16/2015,2015,Pixels,"  $90,000,000 ","  $78,765,986 ","  $244,041,804 ",<WikipediaPage 'Pixel'>
6/29/2001,2001,Artificial Intelligence: AI,"  $90,000,000 ","  $78,616,689 ","  $235,900,000 ",<WikipediaPage 'Artificial intelligence'>
11/26/2003,2003,The Haunted Mansion,"  $90,000,000 ","  $75,817,994 ","  $155,750,628 ",<WikipediaPage 'The Haunted Mansion'>
8/4/2000,2000,Hollow Man,"  $90,000,000 ","  $73,209,340 ","  $191,200,000 ",<WikipediaPage 'Hollow Man'>
4/22/2005,2005,The Interpreter,"  $90,000,000 ","  $72,708,161 ","  $162,753,837 ",<WikipediaPage 'The Interpreter'>
8/7/2013,2013,Percy Jackson: Sea of Monsters,"  $90,000,000 ","  $68,559,554 ","  $200,859,554 ",<WikipediaPage 'Percy Jackson: Sea of Monsters'>
7/25/2003,2003,Lara Croft: Tomb Raider: The Cradle of Life,"  $90,000,000 ","  $65,653,758 ","  $157,092,943 ",<WikipediaPage 'Lara Croft: Tomb Raider'>
5/27/2016,2016,Now You See Me 2,"  $90,000,000 ","  $65,075,540 ","  $328,325,007 ",<WikipediaPage 'Now You See Me 2'>
11/21/2001,2001,Spy Game,"  $90,000,000 ","  $62,362,560 ","  $143,049,560 ",<WikipediaPage 'Spy Game'>
4/4/1997,1997,The Saint,"  $90,000,000 ","  $61,363,304 ","  $169,400,000 ",error
3/10/2000,2000,Mission to Mars,"  $90,000,000 ","  $60,874,615 ","  $106,000,000 ",<WikipediaPage 'Mission to Mars'>
3/6/2018,2018,Tomb Raider,"  $90,000,000 ","  $58,250,803 ","  $273,477,501 ",<WikipediaPage 'Tomb Raider'>
12/17/1999,1999,Bicentennial Man,"  $90,000,000 ","  $58,220,776 ","  $87,420,776 ",<WikipediaPage 'Bicentennial Man (film)'>
7/7/2004,2004,King Arthur,"  $90,000,000 ","  $51,877,963 ","  $203,653,524 ",<WikipediaPage 'King Arthur'>
4/25/1997,1997,Volcano,"  $90,000,000 ","  $47,546,796 ","  $120,100,000 ",<WikipediaPage 'Volcano'>
3/26/1997,1997,The Devil s Own,"  $90,000,000 ","  $42,885,593 ","  $140,900,000 ",<WikipediaPage 'The Devil's Own'>
7/19/2002,2002,K-19: The Widowmaker,"  $90,000,000 ","  $35,168,966 ","  $65,716,126 ",<WikipediaPage 'K-19: The Widowmaker'>
8/19/2011,2011,Conan the Barbarian,"  $90,000,000 ","  $21,295,021 ","  $63,356,133 ",<WikipediaPage 'Conan the Barbarian'>
10/21/2011,2011,The Three Musketeers,"  $90,000,000 ","  $20,377,913 ","  $139,877,913 ",<WikipediaPage 'The Three Musketeers'>
4/21/2017,2017,The Promise,"  $90,000,000 ","  $8,224,288 ","  $10,551,417 ",<WikipediaPage 'Promise'>
11/24/2010,2010,The Nutcracker in 3D,"  $90,000,000 ","  $195,459 ","  $20,466,016 ",<WikipediaPage 'The Nutcracker in 3D'>
12/13/2017,2017,Bright,"  $90,000,000 ",  $0 ,  $0 ,error
5/14/2021,2021,Army of the Dead,"  $90,000,000 ",  $0 ,  $0 ,<WikipediaPage 'Army of the Dead'>
5/10/1996,1996,Twister,"  $88,000,000 ","  $241,688,385 ","  $495,700,000 ",error
6/3/2005,2005,Cinderella Man,"  $88,000,000 ","  $61,649,911 ","  $105,021,488 ",<WikipediaPage 'Cinderella Man'>
9/11/2018,2018,The Predator,"  $88,000,000 ","  $51,024,708 ","  $159,487,563 ",<WikipediaPage 'The Predator (film)'>
7/8/2005,2005,Fantastic Four,"  $87,500,000 ","  $154,696,080 ","  $333,132,750 ",<WikipediaPage 'Fantastic Four'>
2/9/2001,2001,Hannibal,"  $87,000,000 ","  $165,092,266 ","  $350,100,280 ",<WikipediaPage 'Hannibal'>
7/25/2003,2003,Seabiscuit,"  $86,000,000 ","  $120,277,854 ","  $148,715,342 ",<WikipediaPage 'Seabiscuit'>
12/22/2000,2000,Cast Away,"  $85,000,000 ","  $233,632,142 ","  $427,230,516 ",<WikipediaPage 'Cast Away'>
11/17/2006,2006,Happy Feet,"  $85,000,000 ","  $198,000,317 ","  $385,000,317 ",<WikipediaPage 'Happy Feet'>
12/7/2001,2001,Ocean s Eleven,"  $85,000,000 ","  $183,417,150 ","  $450,728,529 ",<WikipediaPage 'Ocean's Eleven'>
7/23/2004,2004,The Bourne Supremacy,"  $85,000,000 ","  $176,087,450 ","  $311,001,124 ",<WikipediaPage 'The Bourne Supremacy (film)'>
7/25/1997,1997,Air Force One,"  $85,000,000 ","  $172,956,409 ","  $315,268,353 ",<WikipediaPage 'Air Force One'>
4/2/2009,2009,Fast & Furious,"  $85,000,000 ","  $155,064,265 ","  $359,347,833 ",<WikipediaPage 'Fast & Furious'>
3/14/2008,2008,Horton Hears a Who,"  $85,000,000 ","  $154,529,439 ","  $299,477,886 ",<WikipediaPage 'Horton Hears a Who!'>
3/21/2014,2014,Divergent,"  $85,000,000 ","  $150,947,895 ","  $276,014,965 ",<WikipediaPage 'Divergent (film)'>
9/27/2012,2012,Hotel Transylvania,"  $85,000,000 ","  $148,313,048 ","  $378,659,142 ",<WikipediaPage 'Hotel Transylvania'>
4/3/2019,2019,Shazam!,"  $85,000,000 ","  $140,371,656 ","  $363,664,533 ",<WikipediaPage 'Captain Marvel (DC Comics)'>
11/21/2007,2007,Enchanted,"  $85,000,000 ","  $127,706,877 ","  $340,384,141 ",error
2/8/2012,2012,Safe House,"  $85,000,000 ","  $126,181,630 ","  $207,884,401 ",<WikipediaPage 'Safe house'>
7/20/2007,2007,I Now Pronounce You Chuck and Larry,"  $85,000,000 ","  $119,725,280 ","  $185,708,462 ",<WikipediaPage 'I Now Pronounce You Chuck & Larry'>
6/8/2007,2007,Ocean s Thirteen,"  $85,000,000 ","  $117,144,465 ","  $311,744,465 ",<WikipediaPage 'Ocean's Thirteen'>
12/25/2009,2009,It’s Complicated,"  $85,000,000 ","  $112,735,375 ","  $224,614,744 ",error
11/20/1998,1998,Enemy of the State,"  $85,000,000 ","  $111,549,836 ","  $250,649,836 ",<WikipediaPage 'Enemy of the State (film)'>
9/29/2006,2006,Open Season,"  $85,000,000 ","  $85,105,259 ","  $191,932,158 ",error
11/4/2011,2011,Tower Heist,"  $85,000,000 ","  $78,046,570 ","  $150,422,946 ",<WikipediaPage 'Tower Heist'>
11/22/2000,2000,102 Dalmatians,"  $85,000,000 ","  $66,941,559 ","  $66,941,559 ",<WikipediaPage '102 Dalmatians'>
3/15/2012,2012,Mirror Mirror,"  $85,000,000 ","  $64,935,167 ","  $173,613,482 ",<WikipediaPage 'Mirror Mirror (film)'>
12/8/2006,2006,The Holiday,"  $85,000,000 ","  $63,280,000 ","  $205,190,324 ",<WikipediaPage 'The Holiday'>
6/15/2006,2006,The Fast and the Furious: Tokyo Drift,"  $85,000,000 ","  $62,615,510 ","  $157,794,205 ",<WikipediaPage 'The Fast and the Furious: Tokyo Drift'>
12/9/2005,2005,Memoirs of a Geisha,"  $85,000,000 ","  $57,010,853 ","  $161,510,853 ",<WikipediaPage 'Memoirs of a Geisha (film)'>
3/16/2001,2001,Enemy at the Gates,"  $85,000,000 ","  $51,396,781 ","  $96,971,293 ",<WikipediaPage 'Enemy at the Gates'>
6/18/1993,1993,Last Action Hero,"  $85,000,000 ","  $50,016,394 ","  $137,298,489 ",<WikipediaPage 'Last Action Hero'>
9/26/2003,2003,The Rundown,"  $85,000,000 ","  $47,641,743 ","  $80,831,893 ",<WikipediaPage 'The Rundown'>
11/11/2011,2011,Arthur Christmas,"  $85,000,000 ","  $46,462,469 ","  $148,947,564 ",<WikipediaPage 'Arthur Christmas'>
1/19/2017,2017,xXx: Return of Xander Cage,"  $85,000,000 ","  $44,898,413 ","  $345,033,359 ",<WikipediaPage 'XXX: Return of Xander Cage'>
11/13/1998,1998,Meet Joe Black,"  $85,000,000 ","  $44,650,003 ","  $44,650,003 ",<WikipediaPage 'Meet Joe Black'>
7/30/2010,2010,Cats & Dogs: The Revenge of Kitty Galore,"  $85,000,000 ","  $43,585,753 ","  $113,026,383 ",<WikipediaPage 'Cats & Dogs: The Revenge of Kitty Galore'>
2/8/2002,2002,Collateral Damage,"  $85,000,000 ","  $40,048,332 ","  $78,353,508 ",<WikipediaPage 'Collateral damage'>
3/15/2002,2002,Showtime,"  $85,000,000 ","  $37,948,765 ","  $78,948,765 ",<WikipediaPage 'Showtime (TV network)'>
6/30/1995,1995,Judge Dredd,"  $85,000,000 ","  $34,687,912 ","  $113,487,912 ",<WikipediaPage 'Judge Dredd'>
3/2/2007,2007,Zodiac,"  $85,000,000 ","  $33,080,084 ","  $83,080,084 ",<WikipediaPage 'Zodiac'>
8/13/2010,2010,Scott Pilgrim vs. The World,"  $85,000,000 ","  $32,841,100 ","  $49,286,548 ",<WikipediaPage 'Scott Pilgrim vs. the World'>
3/28/2003,2003,The Core,"  $85,000,000 ","  $31,111,260 ","  $74,120,792 ",<WikipediaPage 'The Core'>
5/9/1997,1997,Father s Day,"  $85,000,000 ","  $28,681,080 ","  $35,681,080 ",<WikipediaPage 'Father's Day'>
12/11/2017,2017,The Greatest Showman,"  $84,000,000 ","  $174,340,174 ","  $435,627,917 ",<WikipediaPage 'The Greatest Showman'>
6/14/2002,2002,Scooby-Doo,"  $84,000,000 ","  $153,294,164 ","  $276,294,164 ",<WikipediaPage 'Scooby-Doo'>
7/28/2000,2000,Nutty Professor II: The Klumps,"  $84,000,000 ","  $123,307,945 ","  $166,307,945 ",<WikipediaPage 'Nutty Professor II: The Klumps'>
7/19/2013,2013,RED 2,"  $84,000,000 ","  $53,262,560 ","  $141,507,355 ",error
6/23/2006,2006,Click,"  $82,500,000 ","  $137,355,633 ","  $237,685,089 ",error
12/15/2006,2006,Charlotte\ s Web,"  $82,500,000 ","  $82,985,708 ","  $143,985,708 ",<WikipediaPage 'Charlotte's Web'>
2/14/2008,2008,Jumper,"  $82,500,000 ","  $80,172,128 ","  $222,640,812 ",error
7/11/2008,2008,Hellboy II: The Golden Army,"  $82,500,000 ","  $75,986,503 ","  $160,388,063 ",<WikipediaPage 'Hellboy II: The Golden Army'>
5/27/2005,2005,The Longest Yard,"  $82,000,000 ","  $158,119,460 ","  $191,558,505 ",<WikipediaPage 'The Longest Yard (2005 film)'>
8/13/2010,2010,The Expendables,"  $82,000,000 ","  $103,068,524 ","  $268,268,174 ",<WikipediaPage 'The Expendables 2'>
2/5/2020,2020,Birds of Prey (And the Fantabulous Emancipation…,"  $82,000,000 ","  $84,158,461 ","  $201,852,140 ",<WikipediaPage 'Birds of Prey (2020 film)'>
7/1/2021,2021,The Boss Baby: Family Business,"  $82,000,000 ","  $44,641,675 ","  $47,612,675 ",<WikipediaPage 'The Boss Baby: Family Business'>
11/17/2000,2000,The 6th Day,"  $82,000,000 ","  $34,543,701 ","  $96,024,898 ",<WikipediaPage 'The 6th Day'>
5/23/2003,2003,Bruce Almighty,"  $81,000,000 ","  $242,704,995 ","  $484,468,608 ",<WikipediaPage 'Bruce Almighty'>
3/8/2012,2012,The Hunger Games,"  $80,000,000 ","  $408,010,692 ","  $677,923,379 ",<WikipediaPage 'The Hunger Games'>
5/26/2011,2011,The Hangover Part II,"  $80,000,000 ","  $254,464,305 ","  $586,764,305 ",<WikipediaPage 'The Hangover Part II'>
5/21/1996,1996,Mission: Impossible,"  $80,000,000 ","  $180,981,886 ","  $457,697,994 ",<WikipediaPage 'Mission: Impossible'>
2/2/2017,2017,The Lego Batman Movie,"  $80,000,000 ","  $175,750,384 ","  $310,570,560 ",<WikipediaPage 'The Lego Batman Movie'>
9/23/2015,2015,Hotel Transylvania 2,"  $80,000,000 ","  $169,700,110 ","  $469,500,298 ",<WikipediaPage 'Hotel Transylvania 2'>
6/18/1992,1992,Batman Returns,"  $80,000,000 ","  $162,833,635 ","  $266,824,291 ",<WikipediaPage 'Batman Returns'>
5/24/2019,2019,The Secret Life of Pets 2,"  $80,000,000 ","  $158,874,395 ","  $446,275,086 ",<WikipediaPage 'The Secret Life of Pets 2'>
5/7/1999,1999,The Mummy,"  $80,000,000 ","  $155,385,488 ","  $416,385,488 ",<WikipediaPage 'Mummy'>
5/19/2006,2006,Over the Hedge,"  $80,000,000 ","  $155,019,340 ","  $343,397,247 ",<WikipediaPage 'Over the Hedge (film)'>
6/21/2002,2002,Lilo & Stitch,"  $80,000,000 ","  $145,771,527 ","  $245,800,000 ",<WikipediaPage 'Lilo & Stitch'>
5/8/1998,1998,Deep Impact,"  $80,000,000 ","  $140,464,664 ","  $349,464,664 ",<WikipediaPage 'Deep Impact (film)'>
7/12/2013,2013,Grown Ups 2,"  $80,000,000 ","  $133,668,525 ","  $247,023,808 ",<WikipediaPage 'Grown Ups 2'>
12/14/2011,2011,Alvin and the Chipmunks: Chipwrecked,"  $80,000,000 ","  $133,107,389 ","  $349,088,523 ",<WikipediaPage 'Alvin and the Chipmunks: Chipwrecked'>
6/20/2008,2008,Get Smart,"  $80,000,000 ","  $130,319,208 ","  $226,739,416 ",<WikipediaPage 'Get Smart'>
3/11/2005,2005,Robots,"  $80,000,000 ","  $128,200,012 ","  $260,636,271 ",<WikipediaPage 'Robot'>
2/19/2010,2010,Shutter Island,"  $80,000,000 ","  $128,012,934 ","  $299,461,782 ",<WikipediaPage 'Shutter Island (film)'>
12/12/2003,2003,Something s Gotta Give,"  $80,000,000 ","  $124,685,242 ","  $266,685,242 ",<WikipediaPage 'Something's Gotta Give (film)'>
11/26/2008,2008,Four Christmases,"  $80,000,000 ","  $120,146,040 ","  $168,311,558 ",<WikipediaPage 'Four Christmases'>
6/27/1997,1997,Face/Off,"  $80,000,000 ","  $112,276,146 ","  $241,200,000 ",<WikipediaPage 'Face/Off'>
12/25/2008,2008,Bedtime Stories,"  $80,000,000 ","  $110,101,975 ","  $221,468,935 ",<WikipediaPage 'Bedtime Stories (film)'>
7/12/2002,2002,Road to Perdition,"  $80,000,000 ","  $104,054,514 ","  $183,354,514 ",<WikipediaPage 'Road to Perdition'>
2/11/2011,2011,Just Go With It,"  $80,000,000 ","  $103,028,109 ","  $214,974,953 ",<WikipediaPage 'Just Go with It'>
2/14/2003,2003,Daredevil,"  $80,000,000 ","  $102,543,518 ","  $182,782,518 ",error
9/26/2008,2008,Eagle Eye,"  $80,000,000 ","  $101,440,743 ","  $180,585,259 ",<WikipediaPage 'Eagle Eye'>
6/6/1997,1997,Con Air,"  $80,000,000 ","  $101,117,573 ","  $224,117,573 ",<WikipediaPage 'Con Air'>
12/17/2010,2010,Yogi Bear,"  $80,000,000 ","  $100,246,011 ","  $204,774,690 ",<WikipediaPage 'Yogi Bear'>
